id_1,id_2,ticker,assessment_year,Environmental Dimension,Governance & Economic Dimension,Social Dimension,price,ibov,esg,delta_e,delta_s,delta_g,delta_alpha,delta_esg
0,0,ABEV3,2013,14.6786535,37.899684,31.1689285,17.32,51507,27.915755333333333,0.3017315000000007,1.4048119999999997,-2.724642499999998,0.0006466666666666659,-0.33936633333333077
1,1,ABEV3,2014,14.980385,39.304496,28.444286,16.35,50007,27.576389000000002,11.485757999999999,-3.9284960000000027,5.0085839999999955,-0.0002253267237494367,4.188615333333324
2,2,ABEV3,2015,26.466143,35.376,33.45287,17.85,43350,31.765004333333327,-0.38783499999999904,-1.6526050000000012,-5.985589999999998,-8.591574331931047e-05,-2.6753433333333305
3,3,ABEV3,2016,26.078308,33.723395,27.46728,16.4,60227,29.089660999999996,6.798279000000001,-1.1443469999999962,6.727912,0.00030170015455950556,4.1272813333333325
4,4,ABEV3,2017,32.876587,32.579048,34.195192,21.28,76402,33.21694233333333,-11.821863,-14.780825,-10.905542999999998,-0.0007029997710098466,-12.502743666666664
5,5,ABEV3,2018,21.054724,17.798223,23.289649,15.14,85136,20.714198666666665,25.619238000000003,2.9466409999999996,9.471751999999999,0.0001317643973909338,12.679210333333334
6,6,ABEV3,2019,46.673962,20.744864,32.761401,19.16,115645,33.393409,13.342005,11.468203000000003,16.977141000000003,-0.001005338078291815,13.92911633333334
7,7,ABEV3,2020,60.015967,32.213067,49.738542,15.77,119017,47.32252533333334,0.0,0.0,0.0,0.0,0.0
8,8,AGRO3,2020,9.985714,9.799185,12.1975,25.26,119017,10.660799666666668,0.0,0.0,0.0,0.0,0.0
9,9,ALPA4,2019,17.471375,4.18122,9.750658,32.66,115645,10.467751,-12.596632,4.704162,-8.664171999999999,0.002731316725978648,-5.518880666666667
10,10,ALPA4,2020,4.874743,8.885382,1.086486,41.87,119017,4.948870333333333,0.0,0.0,0.0,0.0,0.0
11,11,ALUP11,2019,0.507692,7.785872,5.224138,27.5,115645,4.505900666666666,-0.507692,0.001578999999999553,0.48965499999999995,-0.00021055753262158981,-0.005485999999999436
12,12,ALUP11,2020,0.0,7.787451,5.713793,26.79,119017,4.500414666666667,0.0,0.0,0.0,0.0,0.0
13,13,AMAR3,2020,0.0,9.041834,3.393588,6.52,119017,4.145140666666666,0.0,0.0,0.0,0.0,0.0
14,14,AMBP3,2020,0.0,4.779487,0.0,26.7,119017,1.5931623333333331,0.0,0.0,0.0,0.0,0.0
15,15,ANIM3,2020,0.0,6.450894,0.0,36.03,119017,2.150298,0.0,0.0,0.0,0.0,0.0
16,16,AZUL4,2017,6.521739,22.867674,16.470588,26.9,76402,15.286667,-6.521739,-14.391203,-14.411764,0.0009148156629264944,-11.774901999999999
17,17,AZUL4,2018,0.0,8.476471,2.058824,34.89,85136,3.511765,3.135849,4.677135999999999,6.877941,0.0007509259562751973,4.896975333333332
18,18,AZUL4,2019,3.135849,13.153607,8.936765,57.8,115645,8.408740333333332,24.582871,46.506813,50.969122,-0.00594009489916963,40.68626866666667
19,19,AZUL4,2020,27.71872,59.66042,59.905887,37.77,119017,49.095009000000005,0.0,0.0,0.0,0.0,0.0
20,20,BBAS3,2013,75.58185,86.165552,80.143432,24.4,51507,80.63027800000002,4.784497999999999,4.199664999999996,5.559511999999998,0.0004199999999999993,4.847891666666641
21,21,BBAS3,2014,80.366348,90.365217,85.702944,23.77,50007,85.47816966666666,0.20278199999999913,-6.139938999999998,-0.23007599999999684,0.0013564668769716088,-2.0557443333333225
22,22,BBAS3,2015,80.56913,84.225278,85.472868,14.74,43350,83.42242533333334,5.668483999999992,2.644488999999993,-1.1489520000000084,0.0007910173609053741,2.3880069999999876
23,23,BBAS3,2016,86.237614,86.869767,84.323916,28.09,60227,85.81043233333332,0.6040040000000033,-4.799717999999999,-8.379178999999993,0.0002306027820710974,-4.191630999999987
24,24,BBAS3,2017,86.841618,82.070049,75.944737,31.82,76402,81.61880133333334,-0.4798929999999899,-5.056865999999999,-3.245473000000004,0.0014380581634989699,-2.927410666666674
25,25,BBAS3,2018,86.361725,77.013183,72.699264,44.38,85136,78.69139066666666,2.3694579999999945,5.130772000000007,18.384325000000004,0.0002815562620865973,8.628185000000002
26,26,BBAS3,2019,88.731183,82.143955,91.083589,52.97,115645,87.31957566666667,7.928997999999993,-0.6921650000000028,-6.485014499999991,-0.004039145907473309,0.2506061666666568
27,27,BBAS3,2020,96.660181,81.45179,84.59857450000001,39.35,119017,87.57018183333332,0.0,0.0,0.0,0.0,0.0
28,28,BBDC4,2013,70.542917,90.937544,77.528857,29.09,51507,79.66977266666667,-1.3307570000000055,-1.7221389999999985,3.412378000000004,-0.003980000000000002,0.11982733333333329
29,29,BBDC4,2014,69.21216,89.215405,80.941235,35.06,50007,79.78960000000001,-5.0622259999999955,-7.175893000000002,1.8547089999999997,0.0023704371338440743,-3.4611366666666754
30,30,BBDC4,2015,64.149934,82.039512,82.795944,19.28,43350,76.32846333333333,7.189318999999998,3.9319009999999963,0.8680829999999986,0.0005759317414232387,3.9964343333333403
31,31,BBDC4,2016,71.339253,85.971413,83.664027,29.0,60227,80.32489766666667,16.892022999999995,-1.5095809999999972,8.516753999999992,0.0002998454404945905,7.966398666666649
32,32,BBDC4,2017,88.231276,84.461832,92.180781,33.85,76402,88.29129633333332,0.658292000000003,-6.2714500000000015,-2.5801579999999973,0.00031486146095717883,-2.731105333333332
33,33,BBDC4,2018,88.889568,78.190382,89.600623,36.6,85136,85.56019099999999,-0.5888319999999965,-4.586382999999998,4.802937,-1.2455341046904276e-05,-0.1240926666666411
34,34,BBDC4,2019,88.300736,73.603999,94.40356,36.22,115645,85.43609833333335,7.629289,6.556367999999992,-1.946444999999997,-0.002440688018979834,4.079737333333313
35,35,BBDC4,2020,95.930025,80.160367,92.457115,27.99,119017,89.51583566666666,0.0,0.0,0.0,0.0,0.0
36,36,BBSE3,2013,35.473333,42.185598,29.4392,24.5,51507,35.699377,-25.934870999999994,-9.103985000000002,-16.839199999999998,-0.005106666666666665,-17.29268533333333
37,37,BBSE3,2014,9.538462,33.081613,12.6,32.16,50007,18.406691666666667,-0.7384620000000002,4.330743000000005,6.707692,0.0011762054979720592,3.433324333333335
38,38,BBSE3,2015,8.8,37.412356,19.307692,24.33,43350,21.840016000000002,0.0,0.7221879999999956,-4.50953,0.00023523137998459457,-1.2624473333333341
39,39,BBSE3,2016,8.8,38.134544,14.798162,28.3,60227,20.577568666666668,-0.5913040000000009,-9.980099999999997,2.892463000000001,1.1746522411128144e-05,-2.559647000000002
40,40,BBSE3,2017,8.208696,28.154444,17.690625,28.49,76402,18.017921666666666,-8.208696,-12.938484,-1.4598210000000016,-0.0001934966796427751,-7.535666999999998
41,41,BBSE3,2018,0.0,15.21596,16.230804,26.8,85136,10.482254666666668,0.0,5.545366,-4.989439999999998,0.0003618604346258482,0.1853086666666659
42,42,BBSE3,2019,0.0,20.761326,11.241364,37.84,115645,10.667563333333334,0.0,-1.2771860000000004,-2.2913640000000015,-0.0024051008303677354,-1.1895166666666679
43,43,BBSE3,2020,0.0,19.48414,8.95,29.73,119017,9.478046666666666,0.0,0.0,0.0,0.0,0.0
44,44,BEEF3,2017,24.741429,21.598095,25.965,10.65,76402,24.101508,-10.887858,-16.618208000000003,-17.235,5.3257905868562544e-05,-14.913688666666665
45,45,BEEF3,2019,13.853571,4.979887,8.73,12.74,115645,9.187819333333334,9.590607,2.2804510000000002,4.609999999999999,-0.0007265717674970348,5.493686
46,46,BEEF3,2020,23.444178,7.260338,13.34,10.29,119017,14.681505333333334,0.0,0.0,0.0,0.0,0.0
47,47,BKBR3,2018,0.0,8.564208,0.9,20.17,85136,3.154736,0.0,-3.281911000000001,2.176923,-0.00027035801776807065,-0.3683293333333335
48,48,BKBR3,2020,0.0,5.282297,3.076923,11.01,119017,2.7864066666666667,0.0,0.0,0.0,0.0,0.0
49,49,BPAN4,2020,0.0,3.69378,0.0,10.1,119017,1.23126,0.0,0.0,0.0,0.0,0.0
50,50,BRAP3,2017,6.515152,26.412258,19.393939,24.73,76402,17.440449666666666,-6.515152,-14.079848000000002,-19.393939,0.0003549347378062741,-13.329646333333333
51,51,BRAP3,2018,0.0,12.33241,0.0,27.83,85136,4.110803333333333,0.0,-4.389010999999999,0.0,0.0002717230981021993,-1.4630036666666664
52,52,BRAP3,2019,0.0,7.943399,0.0,36.12,115645,2.6477996666666668,0.0,3.1227609999999997,1.69697,0.006370106761565838,1.6065769999999997
53,53,BRAP3,2020,0.0,11.06616,1.69697,57.6,119017,4.2543766666666665,0.0,0.0,0.0,0.0,0.0
54,54,BRDT3,2018,0.454545,5.556091,12.027806,24.25,85136,6.012814,-0.004544999999999966,1.0381019999999994,-2.6385199999999998,0.00020256317807859975,-0.5349876666666669
55,55,BRDT3,2019,0.45,6.594193,9.389286,30.43,115645,5.477826333333333,75.887767,41.656732500000004,37.533422,-0.002452550415183867,51.6926405
56,56,BRDT3,2020,76.337767,48.2509255,46.922708,22.16,119017,57.170466833333336,0.0,0.0,0.0,0.0,0.0
57,57,BRFS3,2013,57.407556,67.591013,63.938971,49.25,51507,62.97918000000001,4.253653,-0.9082890000000106,-5.853481000000002,-0.009459999999999998,-0.8360390000000137
58,58,BRFS3,2014,61.661209,66.682724,58.08549,63.44,50007,62.14314099999999,2.9003649999999936,-14.732434999999995,0.22706199999999654,0.0012077512392969804,-3.8683359999999993
59,59,BRFS3,2015,64.561574,51.950289,58.312552,55.4,43350,58.27480499999999,-0.7219909999999956,7.0463160000000045,5.276044000000006,-0.00042365349291935764,3.8667896666666692
60,60,BRFS3,2016,63.839583,58.996605,63.588596,48.25,60227,62.14159466666666,1.661594000000001,-6.156228000000006,4.198474999999995,-0.0007202472952086553,-0.09871966666666054
61,61,BRFS3,2017,65.501177,52.840377,67.787071,36.6,76402,62.042875,-11.587671,-12.105815,-22.022731999999998,-0.001683077627662011,-15.238739333333335
62,62,BRFS3,2018,53.913506,40.734562,45.764339,21.9,85136,46.80413566666667,1.6455150000000032,-6.910913999999998,3.261021999999997,0.0004372480251728999,-0.6681256666666684
63,63,BRFS3,2019,55.559021,33.823648,49.025361,35.24,115645,46.13601,2.368935999999998,18.003256,8.988432000000003,-0.0037930011862396212,9.78687466666667
64,64,BRFS3,2020,57.927957,51.826904,58.013793,22.45,119017,55.92288466666667,0.0,0.0,0.0,0.0,0.0
65,65,BRKM5,2013,79.931422,77.185714,70.616812,21.0,51507,75.911316,-0.5442850000000021,4.451589999999996,1.4742889999999989,0.0023333333333333335,1.7938646666666642
66,66,BRKM5,2014,79.387137,81.637304,72.091101,17.5,50007,77.70518066666666,3.5481900000000053,-0.4158999999999935,1.2324780000000004,-0.001520204296229533,1.4549226666666755
67,67,BRKM5,2015,82.935327,81.221404,73.323579,27.62,43350,79.16010333333334,6.080832999999998,4.506239999999991,6.953232,0.0003928423297979498,5.84676833333333
68,68,BRKM5,2016,89.01616,85.727644,80.276811,34.25,60227,85.00687166666667,-14.535388999999995,-11.309201999999999,0.17430000000000234,0.0005329211746522409,-8.556763666666669
69,69,BRKM5,2017,74.480771,74.418442,80.451111,42.87,76402,76.450108,9.024064999999993,-14.487994,-5.9828079999999915,0.00040416762079230605,-3.8155789999999996
70,70,BRKM5,2018,83.504836,59.930448,74.468303,46.4,85136,72.634529,-5.496015999999997,6.830610000000007,-8.921917000000008,-0.000523124323969976,-2.5291076666666754
71,71,BRKM5,2019,78.00882,66.761058,65.546386,30.44,115645,70.10542133333333,2.543772000000004,-0.930759000000009,-1.9058920000000015,-0.002197508896797153,-0.0976263333333236
72,72,BRKM5,2020,80.552592,65.830299,63.640494,23.03,119017,70.007795,0.0,0.0,0.0,0.0,0.0
73,73,BRML3,2013,17.5125,41.248077,19.580294,17.05,51507,26.113623666666665,-5.295833,0.43392300000000006,-2.098626999999997,0.000413333333333334,-2.320178999999996
74,74,BRML3,2014,12.216667,41.682,17.481667,16.43,50007,23.79344466666667,1.6386150000000015,4.693599999999996,0.2311109999999985,0.0008006609583896651,2.1877753333333274
75,75,BRML3,2015,13.855282,46.3756,17.712778,11.1,43350,25.981219999999997,2.6922049999999995,0.35327999999999804,-2.4305559999999993,5.0364401256147396e-05,0.20497633333333454
76,76,BRML3,2016,16.547487,46.72888,15.282222,11.95,60227,26.18619633333333,-3.0066450000000007,-14.554236999999993,-0.7710460000000001,4.822256568778987e-05,-6.110642666666664
77,77,BRML3,2017,13.540842,32.174643,14.511176,12.73,76402,20.075553666666668,-7.2749999999999995,-20.265942000000003,-13.445,-4.579803068468161e-06,-13.661980666666668
78,78,BRML3,2018,6.265842,11.908701,1.066176,12.69,85136,6.4135729999999995,-1.4263130000000004,20.978189999999998,25.338188000000002,0.00017339145825821892,14.963355000000004
79,79,BRML3,2019,4.839529,32.886891,26.404364,17.98,115645,21.376928000000003,7.61175,-2.132237,4.705352999999999,-0.002292408066429419,3.394955333333332
80,80,BRML3,2020,12.451279,30.754654,31.109717,10.25,119017,24.771883333333335,0.0,0.0,0.0,0.0,0.0
81,81,BRPR3,2019,0.0,6.092105,0.0,14.2,115645,2.030701666666667,0.0,1.024089,0.0,-0.0012247924080664291,0.34136299999999986
82,82,BRPR3,2020,0.0,7.116194,0.0,10.07,119017,2.3720646666666667,0.0,0.0,0.0,0.0,0.0
83,83,BRSR6,2017,8.380952,33.911087,13.939394,14.9,76402,18.743811,-8.380952,-16.860659000000002,-6.181818,0.0006926952141057933,-10.474476333333333
84,84,BRSR6,2018,0.0,17.050428,7.757576,20.95,85136,8.269334666666667,0.0,-2.8243989999999997,-5.132576,2.4582909960995117e-05,-2.6523250000000003
85,85,BRSR6,2019,0.0,14.226029,2.625,21.7,115645,5.617009666666667,0.0,-0.4814550000000004,-2.625,-0.0022538552787663107,-1.0354850000000004
86,86,BRSR6,2020,0.0,13.744574,0.0,14.1,119017,4.581524666666667,0.0,0.0,0.0,0.0,0.0
87,87,CAML3,2020,0.0,1.849624,0.0,11.4,119017,0.6165413333333333,0.0,0.0,0.0,0.0,0.0
88,88,CCRO3,2013,14.363724,40.705849,37.887163,17.77,51507,30.98557866666667,1.4382200000000012,-1.4427360000000036,-8.787591000000003,0.001573333333333333,-2.9307023333333397
89,89,CCRO3,2014,15.801944,39.263113,29.099572,15.41,50007,28.05487633333333,5.164555999999999,1.4380360000000039,2.4139540000000004,0.0004296229532822592,3.005515333333335
90,90,CCRO3,2015,20.9665,40.701149,31.513526,12.55,43350,31.060391666666664,16.849238000000003,1.7263769999999994,-4.4747759999999985,0.00020205012739230905,4.70027966666667
91,91,CCRO3,2016,37.815738,42.427526,27.03875,15.96,60227,35.760671333333335,17.594392,0.8353979999999979,17.370154999999997,1.1746522411128144e-05,11.933315
92,92,CCRO3,2017,55.41013,43.262924,44.408905,16.15,76402,47.693986333333335,-8.634782000000001,-16.062739999999998,-14.728165999999998,-0.0005415617128463475,-13.141896000000003
93,93,CCRO3,2018,46.775348,27.200184,29.680739,11.42,85136,34.55209033333333,-10.241878,-14.268768,-3.9536289999999994,0.0002536956307974696,-9.488091666666666
94,94,CCRO3,2019,36.53347,12.931416,25.72711,19.16,115645,25.063998666666667,-2.080144000000004,7.377363999999998,-1.118392,-0.001690391459074733,1.3929426666666664
95,95,CCRO3,2020,34.453326,20.30878,24.608718,13.46,119017,26.456941333333333,0.0,0.0,0.0,0.0,0.0
96,96,CEAB3,2020,0.0,1.092,0.0,12.83,119017,0.36400000000000005,0.0,0.0,0.0,0.0,0.0
97,97,CIEL3,2013,9.359524,31.540392,16.517857,65.65,51507,19.13925766666667,19.321428,4.24502,8.539286,0.01598666666666667,10.701911333333328
98,98,CIEL3,2014,28.680952,35.785412,25.057143,41.67,50007,29.841168999999997,31.821752999999998,26.495657,34.818642999999994,0.0012137599519302987,31.045351
99,99,CIEL3,2015,60.502705,62.281069,59.875786,33.59,43350,60.88652,7.132740000000005,11.086913999999993,9.303882000000009,-0.00033773774960004757,9.174512
100,100,CIEL3,2016,67.635445,73.367983,69.179668,27.89,60227,70.061032,-2.2530750000000097,-0.8010639999999967,-0.057976000000010686,-0.0002701700154559506,-1.0373716666666724
101,101,CIEL3,2017,65.38237,72.566919,69.121692,23.52,76402,69.02366033333332,1.1005439999999993,-10.002868999999997,-0.7830069999999978,-0.0016762079230593083,-3.228443999999996
102,102,CIEL3,2018,66.482914,62.56405,68.338685,8.88,85136,65.79521633333333,21.866292,-1.9989640000000009,-1.549911999999992,-1.1144252515651173e-05,6.105805333333336
103,103,CIEL3,2019,88.349206,60.565086,66.788773,8.54,115645,71.90102166666667,-4.178295999999989,4.728558999999997,3.601703999999998,-0.0014027283511269272,1.383989000000014
104,104,CIEL3,2020,84.17091,65.293645,70.390477,3.81,119017,73.28501066666668,0.0,0.0,0.0,0.0,0.0
105,105,CMIG4,2013,81.45716,87.082866,83.560033,14.01,51507,84.033353,1.549672000000001,0.4257649999999984,-1.0164950000000061,0.0005799999999999995,0.31964733333333584
106,106,CMIG4,2014,83.006832,87.508631,82.543538,13.14,50007,84.35300033333334,-4.934669999999997,-3.7010939999999977,7.591261000000003,0.0010530268889890342,-0.34816766666666865
107,107,CMIG4,2015,78.072162,83.807537,90.134799,6.13,43350,84.00483266666667,0.3063359999999875,-0.12447199999999725,-5.146963999999997,9.361853409966227e-05,-1.6550333333333356
108,108,CMIG4,2016,78.378498,83.683065,84.987835,7.71,60227,82.34979933333334,6.455309,-0.27682400000000484,5.348782,-5.193199381761977e-05,3.8424223333333316
109,109,CMIG4,2017,84.833807,83.406241,90.336617,6.87,76402,86.19222166666667,-1.5508679999999941,-6.922897999999989,-6.828538000000009,0.0007258987863521869,-5.100768000000002
110,110,CMIG4,2018,83.282939,76.483343,83.508079,13.21,85136,81.09145366666667,4.213790000000003,-0.7194940000000116,8.605336000000008,1.573306237503683e-05,4.033210666666676
111,111,CMIG4,2019,87.496729,75.763849,92.113415,13.69,115645,85.12466433333334,-6.704886999999999,0.3837740000000025,-1.7850140000000039,0.0002461447212336892,-2.7020423333333525
112,112,CMIG4,2020,80.791842,76.147623,90.328401,14.52,119017,82.42262199999999,0.0,0.0,0.0,0.0,0.0
113,113,COCE5,2020,0.0,0.894375,2.36095,59.2,119017,1.0851083333333333,0.0,0.0,0.0,0.0,0.0
114,114,CPFE3,2013,76.692697,75.04442,78.867861,19.09,51507,76.86832600000001,-2.1439769999999925,3.216596999999993,1.0231469999999945,0.00040000000000000094,0.6985889999999841
115,115,CPFE3,2014,74.54872,78.261017,79.891008,18.49,50007,77.566915,4.971278999999996,-1.2450929999999971,2.6703449999999975,0.0004972209704070901,2.1321769999999987
116,116,CPFE3,2015,79.519999,77.015924,82.561353,15.18,43350,79.699092,7.1031930000000045,5.933283000000003,2.2489599999999967,0.0005942999348225396,5.095145333333349
117,117,CPFE3,2016,86.623192,82.949207,84.810313,25.21,60227,84.79423733333334,-28.026395,-30.191880000000005,-18.30411699999999,-0.00036228748068006176,-25.507464000000006
118,118,CPFE3,2017,58.596797,52.757327,66.506196,19.35,76402,59.286773333333336,-30.612771000000002,-40.359607999999994,-37.431073,0.001013281428898557,-36.134484
119,119,CPFE3,2018,27.984026,12.397719,29.075123,28.2,85136,23.152289333333332,-3.199231000000001,-0.05961000000000105,-0.9281570000000023,0.0002359959356255531,-1.3956659999999985
120,120,CPFE3,2019,24.784795,12.338109,28.146966,35.4,115645,21.756623333333334,5.5532910000000015,4.399532000000001,-10.330133,-0.0009460260972716482,-0.12576999999999927
121,121,CPFE3,2020,30.338086,16.737641,17.816833,32.21,119017,21.630853333333334,0.0,0.0,0.0,0.0,0.0
122,122,CPLE6,2013,56.051431,71.579527,65.711707,30.53,51507,64.44755500000001,-3.892879999999998,0.7888230000000078,1.0178999999999974,-0.003579999999999998,-0.6953856666666738
123,123,CPLE6,2014,52.158551,72.36835,66.729607,35.9,50007,63.752169333333335,11.581626999999997,-3.024934000000002,2.336710999999994,0.00174252666366231,3.631134666666661
124,124,CPLE6,2015,63.740178,69.343416,69.066318,24.3,43350,67.383304,-19.365789,-23.843850000000003,-16.035311999999998,1.966598087861547e-05,-19.748317
125,125,CPLE6,2017,44.374389,45.499566,53.031006,24.95,76402,47.634986999999995,-18.85584,-12.773350999999998,-21.585579999999997,0.0005678955804900391,-17.738256999999994
126,126,CPLE6,2018,25.518549,32.726215,31.445426,29.91,85136,29.89673,5.407737999999998,-8.241048000000003,-6.461805000000002,0.0012298010423153827,-3.0983716666666723
127,127,CPLE6,2019,30.926287,24.485167,24.983621,67.43,115645,26.79835833333333,36.10804399999999,18.893978999999998,35.998675,0.0026156583629893216,30.333566
128,128,CPLE6,2020,67.034331,43.379146,60.982296,76.25,119017,57.13192433333333,0.0,0.0,0.0,0.0,0.0
129,129,CRFB3,2017,10.709677,21.948718,11.8,15.25,76402,14.819465,-10.709677,-21.221066999999998,-11.8,0.0002656285779711473,-14.576914666666665
130,130,CRFB3,2018,0.0,0.727651,0.0,17.57,85136,0.24255033333333334,0.0,-0.027651000000000092,0.0,0.0001878134321020027,-0.00921700000000003
131,131,CRFB3,2019,0.0,0.7,0.0,23.3,115645,0.2333333333333333,0.0,0.933333,3.232041,-0.0011358244365361808,1.388458
132,132,CRFB3,2020,0.0,1.633333,3.232041,19.47,119017,1.6217913333333334,0.0,0.0,0.0,0.0,0.0
133,133,CSAN3,2013,9.878214,54.501818,32.148323,39.58,51507,32.176118333333335,5.977857,0.008828000000001168,2.2097420000000056,0.007153333333333331,2.7321423333333357
134,134,CSAN3,2014,15.856071,54.510646,34.358065,28.85,50007,34.90826066666667,1.4509289999999986,-9.706098000000004,-4.638368000000003,0.0005482950277902963,-4.297845666666671
135,135,CSAN3,2015,17.307,44.804548,29.719697,25.2,43350,30.610415,-10.242483999999997,-10.624547999999997,-16.881859,0.0007673164661965989,-12.582963666666668
136,136,CSAN3,2016,7.064516,34.18,12.837838,38.15,60227,18.02745133333333,2.637097,-2.8888239999999996,7.575801,0.0002071097372488409,2.4413580000000046
137,137,CSAN3,2017,9.701613,31.291176,20.413639,41.5,76402,20.468809333333336,-7.8006910000000005,-24.992152,-13.883177,-0.0010167162811999086,-15.558673333333335
138,138,CSAN3,2018,1.900922,6.299024,6.530462,32.62,85136,4.9101360000000005,19.774703,25.039118000000002,15.945034,0.0012261955488544365,20.252951666666664
139,139,CSAN3,2019,21.675625,31.338142,22.475496,70.03,115645,25.163087666666666,48.52211700000001,6.157917000000001,28.24132,0.0019365361803084227,27.640451333333335
140,140,CSAN3,2020,70.197742,37.496059,50.716816,76.56,119017,52.803539,0.0,0.0,0.0,0.0,0.0
141,141,CSMG3,2013,19.28588,35.320398,36.051687,37.2,51507,30.219321666666662,3.3878090000000007,6.592903,3.2562269999999955,0.008013333333333336,4.412313000000001
142,142,CSMG3,2014,22.673689,41.913301,39.307914,25.18,50007,34.63163466666666,-2.8858099999999993,-22.047817,-9.937543999999995,0.0006899033907937109,-11.623723666666667
143,143,CSMG3,2017,19.787879,19.865484,29.37037,43.39,76402,23.007910999999996,-10.235498,-11.109806999999998,-16.952459,0.0016143805816349898,-12.76592133333333
144,144,CSMG3,2018,9.552381,8.755677,12.417911,57.49,85136,10.241989666666667,-1.682684,-1.1970260000000001,0.16033599999999915,0.00034776623291487733,-0.9064580000000007
145,145,CSMG3,2019,7.869697,7.558651,12.578247,68.1,115645,9.335531666666666,-7.869697,-0.622401,-6.7854589999999995,-0.01531138790035587,-5.092519
146,146,CSMG3,2020,0.0,6.93625,5.792788,16.47,119017,4.243012666666666,0.0,0.0,0.0,0.0,0.0
147,147,CSNA3,2013,7.616053,45.028,28.913514,14.38,51507,27.18585566666667,-2.160171,-0.6703079999999986,0.35248599999999897,0.005866666666666667,-0.825997666666666
148,148,CSNA3,2014,5.455882,44.357692,29.266,5.58,50007,26.359858000000003,2.6764710000000003,-6.200000000000003,-10.831,0.0002373441490160733,-4.784843000000006
149,149,CSNA3,2015,8.132353,38.157692,18.435,4.0,43350,21.575014999999997,0.27941200000000066,-6.128726,-0.25932399999999944,0.0004058778218877762,-2.036212666666664
150,150,CSNA3,2016,8.411765,32.028966,18.175676,10.85,60227,19.538802333333333,-1.4723710000000008,-5.316024999999996,3.581900000000001,-0.00015270479134466762,-1.0688320000000004
