id_1,id_2,ticker,assessment_year,Environmental Dimension,Governance & Economic Dimension,Social Dimension,price,ibov,esg,delta_e,delta_s,delta_g,delta_alpha,delta_esg
151,151,CSNA3,2017,6.939394,26.712941,21.757576,8.38,76402,18.469970333333332,-6.300433,-9.940914,-19.160173,2.862376917792535e-05,-11.800506666666667
152,152,CSNA3,2018,0.638961,16.772027,2.597403,8.63,85136,6.669463666666666,0.12467499999999998,0.17673800000000028,-0.05194799999999988,0.00017470254678947196,0.08315500000000053
153,153,CSNA3,2019,0.763636,16.948765,2.545455,13.96,115645,6.752618666666667,37.164747,12.074475999999997,31.958357000000003,0.005065243179122182,27.065859999999997
154,154,CSNA3,2020,37.928383,29.023241,34.503812,31.04,119017,33.818478666666664,0.0,0.0,0.0,0.0,0.0
155,155,CYRE3,2013,10.914865,41.881724,21.435588,14.4,51507,24.744058999999996,-0.844595,-0.922551999999996,-0.20852899999999863,0.0022266666666666667,-0.6585586666666643
156,156,CYRE3,2014,10.07027,40.959172,21.227059,11.06,50007,24.085500333333332,0.44639699999999927,-1.8960390000000018,-1.1241179999999993,0.0005347754243653298,-0.85792
157,157,CYRE3,2015,10.516667,39.063133,20.102941,7.5,43350,23.227580333333332,-10.516667,-37.852788000000004,-20.102941,0.00031150148696313713,-22.824132
158,158,CYRE3,2019,0.0,1.210345,0.0,30.02,115645,0.40344833333333335,1.891892,19.909076,3.048529,-0.0002935943060498216,8.283165666666665
159,159,CYRE3,2020,1.891892,21.119421,3.048529,29.03,119017,8.686613999999999,0.0,0.0,0.0,0.0,0.0
160,160,DIRR3,2020,0.0,12.217907,3.529412,12.38,119017,5.249106333333334,0.0,0.0,0.0,0.0,0.0
161,161,ECOR3,2016,23.484138,28.374194,13.175,8.24,60227,21.677777333333335,24.382756,-11.610244999999999,1.9617519999999988,4.255489983540088e-05,4.911420999999997
162,162,ECOR3,2018,47.866894,16.763949,15.136752,9.3,85136,26.589198333333332,-4.012713000000005,-8.921167,-2.934187999999999,0.00023468484709430004,-5.289355999999998
163,163,ECOR3,2019,43.854181,7.842782,12.202564,16.46,115645,21.299842333333334,-6.394188999999997,3.301869,-0.6948720000000002,-0.0009697508896797157,-1.262397333333336
164,164,ECOR3,2020,37.459992,11.144651,11.507692,13.19,119017,20.037444999999998,0.0,0.0,0.0,0.0,0.0
165,165,EGIE3,2013,20.752702,42.162413,40.881267,0.0,51507,34.598794,3.9348799999999997,-3.2819569999999985,2.8399999999999963,-0.0,1.1643076666666659
166,166,EGIE3,2014,24.687582,38.880456,43.721267,0.0,50007,35.763101666666664,-8.177422,-5.060721000000001,1.1731600000000029,-0.0,-4.021660999999998
167,167,EGIE3,2015,16.51016,33.819735,44.894427,0.0,43350,31.741440666666666,4.517811000000002,-1.3769589999999994,-5.900190000000002,0.002073828287017835,-0.9197793333333308
168,168,EGIE3,2016,21.027971,32.442776,38.994237,35.0,60227,30.821661333333335,5.758846999999999,-5.612776000000004,1.9124850000000038,3.153013910355474e-05,0.6861853333333308
169,169,EGIE3,2017,26.786818,26.83,40.906722,35.51,76402,31.507846666666666,0.17714300000000094,-10.944576999999999,-15.737057000000004,-0.0002850927410121359,-8.834830333333333
170,170,EGIE3,2018,26.963961,15.885423,25.169665,33.02,85136,22.673016333333333,1.7597394999999985,-4.285682999999999,-6.760835999999998,0.0005831066242748042,-3.095593166666667
171,171,EGIE3,2019,28.7237005,11.59974,18.408829,50.81,115645,19.577423166666666,-3.3223374999999997,6.294701,1.119223999999999,-0.001770462633451957,1.3638625000000033
172,172,EGIE3,2020,25.401363,17.894441,19.528053,44.84,119017,20.94128566666667,0.0,0.0,0.0,0.0,0.0
173,173,ELET6,2013,62.801092,87.74102,80.235,9.93,51507,76.925704,1.4525720000000035,0.5318749999999994,0.34896999999999423,0.0011666666666666668,0.7778056666666799
174,174,ELET6,2014,64.253664,88.272895,80.58397,8.18,50007,77.70350966666668,-3.0404180000000025,-3.885585000000006,6.92976800000001,-0.00033949226378248457,0.0012549999999862393
175,175,ELET6,2015,61.213246,84.38731,87.513738,10.44,43350,77.70476466666666,8.206343000000004,-13.602344000000002,-8.819113000000002,0.0009154470581264443,-4.738371333333333
176,176,ELET6,2016,69.419589,70.784966,78.694625,25.89,60227,72.96639333333333,1.6839750000000038,0.12999500000000808,-1.7398210000000063,-0.00019721792890262758,0.024716333333344664
177,177,ELET6,2017,71.103564,70.914961,76.954804,22.7,76402,72.99110966666667,-3.8284480000000087,0.7254559999999941,-12.109715999999992,0.0003950080146553697,-5.070902666666683
178,178,ELET6,2018,67.275116,71.640417,64.845088,26.15,85136,67.92020699999999,9.149070000000009,7.665059999999997,13.093712999999994,0.0003916876987118556,9.969281000000024
179,179,ELET6,2019,76.424186,79.305477,77.938801,38.1,115645,77.88948800000001,5.699878999999996,1.8200575000000043,8.529382000000012,-0.00040628706998813895,5.3497728333333185
180,180,ELET6,2020,82.124065,81.1255345,86.46818300000001,36.73,119017,83.23926083333333,0.0,0.0,0.0,0.0,0.0
181,181,ENAT3,2020,12.742308,13.479204,9.391406,11.51,119017,11.870972666666665,0.0,0.0,0.0,0.0,0.0
182,182,ENBR3,2013,23.503445,41.318591,39.232267,11.35,51507,34.684767666666666,11.864562,1.1661819999999992,1.4393329999999978,0.001586666666666666,4.823358999999996
183,183,ENBR3,2014,35.368007,42.484773,40.6716,8.97,50007,39.50812666666666,-8.199804,-3.922086,1.6556290000000047,-0.0004611686946071802,-3.4887536666666676
184,184,ENBR3,2015,27.168203,38.562687,42.327229,12.04,43350,36.019372999999995,3.7658280000000026,-5.571847999999996,-6.731367000000006,8.058304200983594e-05,-2.8457956666666604
185,185,ENBR3,2016,30.934031,32.990839,35.595862,13.4,60227,33.173577333333334,5.083856000000001,-3.3244749999999996,3.847241000000004,3.7094281298299826e-05,1.8688739999999981
186,186,ENBR3,2017,36.017887,29.666364,39.443103,14.0,76402,35.04245133333333,-3.2920990000000003,-4.857019000000001,-14.065758000000002,5.724753835585151e-06,-7.404958666666669
187,187,ENBR3,2018,32.725788,24.809345,25.377345,14.05,85136,27.637492666666663,2.4190499999999986,-2.4920469999999995,-6.982516999999998,0.00025172899800059,-2.3518379999999937
188,188,ENBR3,2019,35.144838,22.317298,18.394828,21.73,115645,25.28565466666667,10.009850999999998,5.794038999999998,6.576205999999999,-0.0005634638196915783,7.460031999999995
189,189,ENBR3,2020,45.154689,28.111337,24.971034,19.83,119017,32.745686666666664,0.0,0.0,0.0,0.0,0.0
190,190,ENEV3,2019,0.233333,3.162375,2.844828,43.75,115645,2.080178666666667,1.9095239999999998,0.7668750000000002,-2.844828,0.004448398576512456,-0.056143000000000054
191,191,ENEV3,2020,2.142857,3.92925,0.0,58.75,119017,2.024035666666667,0.0,0.0,0.0,0.0,0.0
192,192,ENGI3,2019,0.0,5.3375,0.0,13.35,115645,1.7791666666666668,10.312074,1.9633749999999992,7.97931,0.001082443653618031,6.751586333333332
193,193,ENGI3,2020,10.312074,7.300875,7.97931,17.0,119017,8.530752999999999,0.0,0.0,0.0,0.0,0.0
194,194,EQTL3,2015,5.5,20.998656,19.285714,34.24,43350,15.261456666666666,3.2142859999999995,-2.825849999999999,-4.251230999999999,0.0011945250933222728,-1.2875983333333316
195,195,EQTL3,2016,8.714286,18.172806,15.034483,54.4,60227,13.973858333333334,-0.2556390000000004,-2.074321000000001,3.7241380000000017,0.0006955177743431225,0.46472599999999886
196,196,EQTL3,2017,8.458647,16.098485,18.758621,65.65,76402,14.438584333333333,-7.176595999999999,-11.876958,-17.931035,0.0006365926265170583,-12.328196333333333
197,197,EQTL3,2018,1.282051,4.221527,0.827586,71.21,85136,2.110388,0.0,-0.2123160000000004,0.0,-0.001589039299878724,-0.07077199999999984
198,198,EQTL3,2019,1.282051,4.009211,0.827586,22.73,115645,2.039616,2.007916,4.084312,4.896552,9.193357058125704e-05,3.662926666666666
199,199,EQTL3,2020,3.289967,8.093523,5.724138,23.04,119017,5.702542666666666,0.0,0.0,0.0,0.0,0.0
200,200,EVEN3,2020,0.0,5.662432,3.529412,12.04,119017,3.063948,0.0,0.0,0.0,0.0,0.0
201,201,EZTC3,2019,0.0,3.072414,0.0,50.97,115645,1.024138,0.945946,-1.1413800000000003,0.0,-0.0024228944246737845,-0.06514466666666674
202,202,EZTC3,2020,0.945946,1.931034,0.0,42.8,119017,0.9589933333333333,0.0,0.0,0.0,0.0,0.0
203,203,FESA4,2020,0.509091,7.679567,3.790909,19.51,119017,3.9931889999999997,0.0,0.0,0.0,0.0,0.0
204,204,FLRY3,2017,64.0044,45.799787,19.929442,29.61,76402,43.244543,-9.591250000000002,-17.638904000000004,-4.100206000000002,-0.0011552553240210671,-10.443453333333338
205,205,FLRY3,2018,54.41315,28.160883,15.829236,19.52,85136,32.80108966666666,-25.634926,-10.652017999999998,-6.131562000000001,0.0003566160805008358,-14.139501999999997
206,206,FLRY3,2019,28.778224,17.508865,9.697674,30.4,115645,18.661587666666666,53.42995799999999,38.283364,49.973238,-0.0009697508896797152,47.22885333333333
207,207,FLRY3,2020,82.208182,55.792229,59.670912,27.13,119017,65.890441,0.0,0.0,0.0,0.0,0.0
208,208,GFSA3,2020,1.783784,16.85994,1.235294,4.41,119017,6.626339333333334,0.0,0.0,0.0,0.0,0.0
209,209,GGBR4,2013,12.912895,44.858558,30.446649,18.34,51507,29.406034000000002,0.9744579999999985,0.7184979999999968,0.6343509999999988,0.00584,0.7757689999999968
210,210,GGBR4,2014,13.887353,45.577056,31.081,9.58,50007,30.181803,-2.3858819999999987,-9.040517999999999,-0.6684999999999981,0.0007405738320564819,-4.031633333333328
211,211,GGBR4,2015,11.501471,36.536538,30.4125,4.65,43350,26.15016966666667,-0.8014710000000012,-3.725589999999997,-7.403851000000003,0.0003644012561474196,-3.97697066666667
212,212,GGBR4,2016,10.7,32.810948,23.008649,10.8,60227,22.173199,-2.615152,-4.940360000000002,1.2701390000000004,9.768160741885626e-05,-2.0951243333333345
213,213,GGBR4,2017,8.084848,27.870588,24.278788,12.38,76402,20.078074666666666,-6.099566999999999,-7.801438000000001,-15.096407,0.00027593313487520016,-9.665804
214,214,GGBR4,2018,1.985281,20.06915,9.182381,14.79,85136,10.412270666666666,-0.600433,0.47950099999999907,-0.8069259999999989,0.00016683601560195353,-0.30928600000000017
215,215,GGBR4,2019,1.384848,20.548651,8.375455,19.88,115645,10.102984666666666,-0.4621210000000001,0.8349499999999992,0.015454000000000079,0.0012900355871886125,0.1294276666666665
216,216,GGBR4,2020,0.922727,21.383601,8.390909,24.23,119017,10.232412333333333,0.0,0.0,0.0,0.0,0.0
217,217,GNDI3,2019,4.62,7.881141,6.657488,69.14,115645,6.386209666666667,6.367665,10.469878000000001,21.786036,0.002627520759193357,12.874526333333332
218,218,GNDI3,2020,10.987665,18.351019,28.443524,78.0,119017,19.260735999999998,0.0,0.0,0.0,0.0,0.0
219,219,GOAU4,2018,0.6,14.746192,3.365368,6.84,85136,6.237186666666666,-0.6,-6.988037,-1.2987010000000003,7.407650201579861e-05,-2.962245999999999
220,220,GOAU4,2019,0.0,7.758155,2.066667,9.1,115645,3.274940666666667,0.0,-7.264037,-0.6121219999999998,0.0005901542111506525,-2.625386333333334
221,221,GOAU4,2020,0.0,0.494118,1.454545,11.09,119017,0.6495543333333333,0.0,0.0,0.0,0.0,0.0
222,222,GRND3,2019,14.619321,11.553415,4.609211,12.35,115645,10.260649,4.443944000000002,2.2388410000000007,4.779978,-0.0011832740213523131,3.8209210000000002
223,223,GRND3,2020,19.063265,13.792256,9.389189,8.36,119017,14.081570000000001,0.0,0.0,0.0,0.0,0.0
224,224,GUAR3,2019,0.0,1.690244,0.0,23.74,115645,0.5634146666666667,0.0,-0.13658500000000018,0.0,-0.002669039145907473,-0.04552833333333339
225,225,GUAR3,2020,0.0,1.553659,0.0,14.74,119017,0.5178863333333333,0.0,0.0,0.0,0.0,0.0
226,226,IGTA3,2014,5.897436,35.284,13.888889,24.6,50007,18.356775,-5.897436,-29.356499999999997,-13.888889,0.00043663731375118066,-16.380941666666665
227,227,IGTA3,2019,0.0,5.9275,0.0,53.26,115645,1.9758333333333333,0.0,4.126184,0.823529,-0.00465005931198102,1.6499043333333339
228,228,IGTA3,2020,0.0,10.053684,0.823529,37.58,119017,3.625737666666667,0.0,0.0,0.0,0.0,0.0
229,229,IRBR3,2017,6.956522,23.333556,6.875,34.0,76402,12.388359333333334,-6.956522,-15.162934000000002,-6.875,0.005346920082436456,-9.664818666666667
230,230,IRBR3,2018,0.0,8.170622,0.0,80.7,85136,2.7235406666666666,0.0,-0.5590570000000001,0.0,-0.0013497656429250385,-0.18635233333333323
231,231,IRBR3,2019,0.0,7.611565,0.0,39.52,115645,2.5371883333333334,0.0,-3.847981,3.878788,-0.009314946619217083,0.010269000000000084
232,232,IRBR3,2020,0.0,3.763584,3.878788,8.11,119017,2.5474573333333335,0.0,0.0,0.0,0.0,0.0
233,233,ITSA4,2013,78.668486,90.487741,81.895379,8.9,51507,83.68386866666667,1.6198679999999968,-3.1085759999999993,-2.5301820000000106,-0.0003266666666666668,-1.3396299999999997
234,234,ITSA4,2014,80.288354,87.379165,79.365197,9.39,50007,82.34423866666667,4.308700999999999,-5.658792000000005,11.123314000000008,0.00037704671774072414,3.25774100000001
235,235,ITSA4,2015,84.597055,81.720373,90.488511,6.88,43350,85.60197966666668,5.048065000000008,2.4432840000000056,-2.151983999999999,8.295313148071336e-05,1.7797883333333289
236,236,ITSA4,2016,89.64512,84.163657,88.336527,8.28,60227,87.38176800000001,6.422188999999989,-4.607827999999998,4.814098000000001,0.00015703245749613606,2.2094863333333166
237,237,ITSA4,2017,96.067309,79.555829,93.150625,10.82,76402,89.59125433333332,-5.139578,-2.487746999999999,-4.640223000000006,8.930615983512701e-05,-4.089182666666659
238,238,ITSA4,2018,90.927731,77.068082,88.510402,11.6,85136,85.50207166666667,1.6443840000000023,-3.9980910000000023,8.149213000000003,8.29263496017569e-05,1.9318353333333533
239,239,ITSA4,2019,92.572115,73.069991,96.659615,14.13,115645,87.43390700000002,4.468919499999998,-2.193641999999997,-14.417336000000006,-0.0006909845788849347,-4.047352833333349
240,240,ITSA4,2020,97.0410345,70.876349,82.242279,11.8,119017,83.38655416666667,0.0,0.0,0.0,0.0,0.0
241,241,ITUB4,2013,79.399141,88.931425,78.255093,31.35,51507,82.19521966666667,-1.5890480000000053,-1.809083000000001,5.005381999999997,-0.0021666666666666666,0.5357503333333256
242,242,ITUB4,2014,77.810093,87.122342,83.260475,34.6,50007,82.73097,6.804353000000006,-5.529505999999998,6.978036000000003,0.0012423013369385614,2.750961000000018
243,243,ITUB4,2015,84.614446,81.592836,90.238511,26.33,43350,85.48193100000002,3.4237169999999963,2.2017449999999883,-1.9019839999999988,0.000445576820524975,1.2411593333333144
244,244,ITUB4,2016,88.038163,83.794581,88.336527,33.85,60227,86.72309033333333,5.5502890000000065,0.3517230000000069,1.8192729999999955,0.0005397217928902625,2.5737616666666696
245,245,ITUB4,2017,93.588452,84.146304,90.1558,42.58,76402,89.296852,-2.6607210000000094,-5.064817000000005,-11.299305000000004,-0.0010132814288985575,-6.3416143333333395
246,246,ITUB4,2018,90.927731,79.081487,78.856495,33.73,85136,82.95523766666666,1.6443840000000023,-3.184913999999992,4.855363000000011,0.00011701465141433677,1.1049443333333357
247,247,ITUB4,2019,92.572115,75.896573,83.711858,37.3,115645,84.060182,4.4227656666666775,-1.4690476666666683,-1.4695790000000102,-0.0015213523131672585,0.4947130000000044
248,248,ITUB4,2020,96.99488066666667,74.42752533333334,82.242279,32.17,119017,84.554895,0.0,0.0,0.0,0.0,0.0
249,249,JPSA3,2020,0.0,3.325,0.0,25.76,119017,1.1083333333333334,0.0,0.0,0.0,0.0,0.0
250,250,KLBN4,2013,38.55448,40.162526,43.248194,12.26,51507,40.65506666666666,5.981143000000003,5.625674000000004,-3.491526999999998,0.006253333333333333,2.7050966666666696
251,251,KLBN4,2014,44.535623,45.7882,39.756667,2.88,50007,43.36016333333333,35.007431999999994,28.235353000000003,30.918622000000006,-0.00013970256872465077,31.387135666666666
252,252,KLBN4,2015,79.543055,74.023553,70.675289,3.81,43350,74.747299,3.2319220000000115,-3.6281920000000127,10.487150999999997,-5.688214730106061e-05,3.363627000000008
253,253,KLBN4,2016,82.774977,70.395361,81.16244,2.85,60227,78.110926,-4.229522000000003,0.48773200000000827,-5.6916220000000095,1.7928902627511595e-05,-3.1444706666666775
254,254,KLBN4,2017,78.545455,70.883093,75.470818,3.14,76402,74.96645533333333,-10.747230000000002,-14.748915000000004,-14.789369999999991,-3.0913670712159376e-05,-13.428504999999994
255,255,KLBN4,2018,67.798225,56.134178,60.681448,2.87,85136,61.537950333333335,-30.079548000000003,-31.360242,-40.274675,2.228850503130223e-05,-33.90482166666667
256,256,KLBN4,2019,37.718677,24.773936,20.406773,3.55,115645,27.633128666666664,51.642481000000004,32.843695000000004,46.946282,0.0004478054567022538,43.81081933333333
257,257,KLBN4,2020,89.361158,57.617631,67.353055,5.06,119017,71.44394799999999,0.0,0.0,0.0,0.0,0.0
258,258,LAME4,2013,8.333333,22.997,18.0,15.73,51507,16.443444333333332,-1.0416659999999993,0.5,1.3103450000000016,-0.0010066666666666653,0.2562263333333341
259,259,LAME4,2014,7.291667,23.497,19.310345,17.24,50007,16.699670666666666,4.375,1.6724999999999994,-0.6206900000000033,-0.0003244704821991888,1.8089366666666677
260,260,LAME4,2015,11.666667,25.1695,18.689655,19.4,43350,18.508607333333334,-0.7575760000000002,-1.5494090000000007,-5.586206999999998,-0.00014220536825265145,-2.6310640000000003
261,261,LAME4,2016,10.909091,23.620091,13.103448,17.0,60227,15.877543333333334,9.75,-0.2823129999999985,12.622623,3.091190108191698e-06,7.36343666666667
262,262,LAME4,2017,20.659091,23.337778,25.726071,17.05,76402,23.240980000000004,13.490908999999998,-21.145782,-11.817046000000001,0.0002301351041905196,-6.49063966666667
263,263,LAME4,2018,34.15,2.191996,13.909025,19.06,85136,16.750340333333334,5.211812999999999,14.471763,13.407421,0.0002304238093677276,11.03033233333333
264,264,LAME4,2019,39.361813,16.663759,27.316446,26.09,115645,27.780672666666664,18.673083000000005,28.767527,18.171768,-8.896797153025248e-06,21.87079266666667
265,265,LAME4,2020,58.034896,45.431286,45.488214,26.06,119017,49.651465333333334,0.0,0.0,0.0,0.0,0.0
266,266,LCAM3,2020,1.884985,22.11485,14.228846,28.02,119017,12.742893666666667,0.0,0.0,0.0,0.0,0.0
267,267,LEVE3,2020,3.0,8.256875,3.188885,20.37,119017,4.815253333333334,0.0,0.0,0.0,0.0,0.0
268,268,LIGT3,2019,7.64015,11.424472,4.413793,23.9,115645,7.826138333333333,10.622670999999999,-0.21405299999999983,-2.096552,0.00015124555160142395,2.7706886666666666
269,269,LIGT3,2020,18.262821,11.210419,2.317241,24.41,119017,10.596827,0.0,0.0,0.0,0.0,0.0
270,270,LOGG3,2020,0.0,10.046533,0.0,33.63,119017,3.3488443333333335,0.0,0.0,0.0,0.0,0.0
271,271,LOGN3,2020,0.0,6.329205,0.358974,16.18,119017,2.229393,0.0,0.0,0.0,0.0,0.0
272,272,LPSB3,2020,0.0,6.27512,2.470588,4.86,119017,2.915236,0.0,0.0,0.0,0.0,0.0
273,273,LREN3,2013,20.416743,49.665917,54.592552,61.0,51507,41.558404,12.523180999999997,-4.049892,-3.4597929999999977,-0.010313333333333332,1.6711653333333274
274,274,LREN3,2014,32.939924,45.616025,51.132759,76.47,50007,43.22956933333333,9.628826000000004,8.223999999999997,8.568620000000003,0.008918431726002703,8.80714866666667
275,275,LREN3,2015,42.56875,53.840025,59.701379,17.1,43350,52.036718,-1.0767390000000034,7.303087000000005,-11.916500000000006,0.00035966107720566455,-1.896717333333342
276,276,LREN3,2016,41.492011,61.143112,47.784879,23.17,60227,50.14000066666666,4.211853000000005,0.17593199999999598,8.675621000000007,0.0007616692426584235,4.354468666666676
277,277,LREN3,2017,45.703864,61.319044,56.4605,35.49,76402,54.494469333333335,3.8574999999999946,-11.947244999999995,3.6040840000000003,0.0005621708266544535,-1.4952203333333358
278,278,LREN3,2018,49.561364,49.371799,60.064584,40.4,85136,52.999249,26.378732999999997,7.937559999999998,-2.962949000000002,0.0005146022485168312,10.451114666666669
279,279,LREN3,2019,75.940097,57.309359,57.101635,56.1,115645,63.45036366666667,0.43217600000001255,4.3295419999999964,5.430293999999996,-0.0035972716488730733,3.3973373333333328
280,280,LREN3,2020,76.372273,61.638901,62.531929,43.97,119017,66.847701,0.0,0.0,0.0,0.0,0.0
281,281,LWSA3,2020,0.0,1.465385,0.0,78.77,119017,0.4884616666666666,0.0,0.0,0.0,0.0,0.0
282,282,MDIA3,2015,18.727586,31.769976,38.5025,66.5,43350,29.666687333333332,3.6842000000000006,7.793880999999999,-2.338000000000001,0.0028743260058067197,3.046693666666666
283,283,MDIA3,2016,22.411786,39.563857,36.1645,115.01,60227,32.713381,10.221190999999997,-3.8348569999999995,4.783100000000005,-0.003889335394126739,3.7231446666666628
284,284,MDIA3,2017,32.632977,35.729,40.9476,52.1,76402,36.43652566666666,-1.9868589999999955,-12.923383999999999,-16.704171000000002,-0.0010602244103503546,-10.538137999999993
285,285,MDIA3,2018,30.646118,22.805616,24.243429,42.84,85136,25.898387666666668,3.9038109999999975,-3.7378649999999993,2.0040499999999994,-0.00017339145825821909,0.7233319999999992
286,286,MDIA3,2019,34.549929,19.067751,26.247479,37.55,115645,26.621719666666667,-12.065642999999998,0.22539099999999834,-1.7649789999999967,-0.0011032028469750885,-4.535077000000001
287,287,MDIA3,2020,22.484286,19.293142,24.4825,33.83,119017,22.086642666666666,0.0,0.0,0.0,0.0,0.0
288,288,MDNE3,2020,5.014737,5.110714,0.0,11.44,119017,3.3751503333333335,0.0,0.0,0.0,0.0,0.0
289,289,MEAL3,2014,0.0,39.241667,15.234444,0.0,50007,18.158703666666668,0.0,-31.455477,-12.183748,6.115055789016085e-05,-14.546408333333334
290,290,MEAL3,2020,0.0,7.78619,3.050696,4.22,119017,3.6122953333333334,0.0,0.0,0.0,0.0,0.0
291,291,MGLU3,2017,24.050748,23.950682,27.560714,80.22,76402,25.187381333333335,-16.550748,-12.631481,-9.391326,0.011053354705747653,-12.857851666666667
292,292,MGLU3,2018,7.5,11.319201,18.169388,176.76,85136,12.329529666666668,0.0,0.6158640000000002,-1.4979590000000016,-0.004196466616408273,-0.2940316666666689
293,293,MGLU3,2019,7.5,11.935065,16.671429,48.73,115645,12.035497999999999,-7.5,-0.9207999999999998,-12.966072,-0.0069632265717674965,-7.128957333333332
294,294,MGLU3,2020,0.0,11.014265,3.705357,25.25,119017,4.906540666666666,0.0,0.0,0.0,0.0,0.0
295,295,MILS3,2013,11.0,30.283421,26.178378,33.0,51507,22.487266333333334,-9.421053,-15.287142000000001,-20.145483,-0.00039712635165160717,-14.951226000000002
296,296,MILS3,2020,1.578947,14.996279,6.032895,6.19,119017,7.536040333333333,0.0,0.0,0.0,0.0,0.0
297,297,MRVE3,2014,23.826351,47.376655,24.742353,7.5,50007,31.981786333333332,27.449189999999998,6.988250999999998,11.720210999999999,0.00028566016290964197,15.385883999999997
298,298,MRVE3,2017,51.275541,54.364906,36.462564,15.04,76402,47.36767033333333,-2.205728999999998,-6.253917999999999,-11.249452999999999,-0.0003835585069841996,-6.569699999999997
299,299,MRVE3,2018,49.069812,48.110988,25.213111,11.69,85136,40.79797033333333,-4.16245,-15.289780999999998,-9.236229000000002,0.0003359664361336,-9.562819999999999
300,300,MRVE3,2019,44.907362,32.821207,15.976882,21.94,115645,31.235150333333333,-7.911944999999996,-5.526747,5.355732,-0.0008244365361803087,-2.694320000000001
301,301,MRVE3,2020,36.995417,27.29446,21.332614,19.16,119017,28.540830333333332,0.0,0.0,0.0,0.0,0.0
302,302,MTRE3,2020,0.0,0.6,0.0,15.9,119017,0.19999999999999998,0.0,0.0,0.0,0.0,0.0
303,303,MULT3,2015,21.387692,39.1496,27.929361,38.0,43350,29.488884333333335,1.9663559999999976,-0.8748000000000005,-6.980471999999999,0.0012668128221840376,-1.9629720000000006
304,304,MULT3,2016,23.354048,38.2748,20.948889,59.38,60227,27.525912333333334,-2.8389419999999994,-10.228907,0.6696399999999976,0.0007122102009273572,-4.132736333333337
305,305,MULT3,2017,20.515106,28.045893,21.618529,70.9,76402,23.393175999999997,-3.469449000000001,-17.849311999999998,-11.102773,-0.0054980535836959025,-10.807177999999999
